Configuration Index,RAM (GB),Processor Speeds (GHz),Integrated Wireless,HD Size (GB),Bundled Applications,Retail Price
300,1,1.5,No,80,No,280
528,2,2.4,No,300,No,413
493,2,1.5,No,120,Yes,371
517,2,2.4,Yes,120,Yes,420
377,2,2.4,No,40,Yes,364
107,4,1.5,No,80,Yes,378
400,4,1.5,No,300,No,469
529,4,1.5,Yes,40,Yes,434
750,1,2,No,120,No,399
739,1,2,Yes,80,Yes,434
561,4,2.4,Yes,40,Yes,469
608,1,2,No,300,No,385
801,2,2.4,Yes,40,Yes,448
523,2,2.4,No,80,Yes,392
676,4,1.5,Yes,80,No,441
634,2,1.5,No,40,No,308
231,2,2.4,Yes,300,Yes,406
603,1,2,No,80,Yes,364
130,4,2.4,Yes,40,No,364
337,2,1.5,Yes,40,Yes,308
109,4,1.5,No,120,Yes,392
283,4,2.4,No,80,Yes,427
449,1,2,Yes,40,Yes,336
140,4,2.4,No,80,No,378
250,4,1.5,No,40,No,329
384,2,2.4,No,300,No,413
420,4,2.4,Yes,80,No,462
230,2,2.4,Yes,120,No,329
51,2,1.5,Yes,80,Yes,266
564,4,2.4,Yes,80,No,462
373,2,2.4,Yes,120,Yes,420
820,4,1.5,Yes,80,No,497
394,4,1.5,No,40,No,385
495,2,1.5,No,300,Yes,413
349,2,1.5,No,120,Yes,336
304,1,1.5,No,300,No,336
246,4,1.5,Yes,120,No,385
601,1,2,No,40,Yes,336
594,1,2,Yes,40,No,315
274,4,2.4,Yes,40,No,378
633,2,1.5,No,40,Yes,343
53,2,1.5,Yes,120,Yes,280
194,2,1.5,Yes,40,No,217
225,2,2.4,Yes,40,Yes,322
88,2,2.4,Yes,300,No,357
461,1,2,No,120,Yes,364
376,2,2.4,Yes,300,No,427
228,2,2.4,Yes,80,No,315
202,2,1.5,No,40,No,203
494,2,1.5,No,120,No,336
748,1,2,No,80,No,385
56,2,1.5,Yes,300,No,287
378,2,2.4,No,40,No,329
205,2,1.5,No,120,Yes,280
344,2,1.5,Yes,300,No,357
218,2,2,No,40,No,315
152,1,1.5,Yes,300,No,294
207,2,1.5,No,300,Yes,322
606,1,2,No,120,No,343
524,2,2.4,No,80,No,357
276,4,2.4,Yes,80,No,406
486,2,1.5,Yes,120,No,350
861,4,2.4,No,120,Yes,567
430,4,2.4,No,120,No,462
372,2,2.4,Yes,80,No,371
141,4,2.4,No,120,Yes,427
55,2,1.5,Yes,300,Yes,322
627,2,1.5,Yes,80,Yes,385
372,2,2.4,Yes,80,No,371
685,4,1.5,No,120,Yes,476
210,2,2,Yes,40,No,335
395,4,1.5,No,80,Yes,448
235,2,2.4,No,80,Yes,336
432,4,2.4,No,300,No,504
817,4,1.5,Yes,40,Yes,504
63,2,1.5,No,300,Yes,308
493,2,1.5,No,120,Yes,371
239,2,2.4,No,300,Yes,392
51,2,1.5,Yes,80,Yes,266
101,4,1.5,Yes,120,Yes,406
88,2,2.4,Yes,300,No,357
827,4,1.5,No,80,Yes,518
428,4,2.4,No,80,No,448
8,1,1.5,Yes,300,No,280
453,1,2,Yes,120,Yes,378
388,4,1.5,Yes,80,No,427
56,2,1.5,Yes,300,No,287
484,2,1.5,Yes,80,No,336
820,4,1.5,Yes,80,No,497
51,2,1.5,Yes,80,Yes,266
298,1,1.5,No,40,No,252
572,4,2.4,No,80,No,448
194,2,1.5,Yes,40,No,310
661,2,2.4,Yes,120,Yes,434
562,4,2.4,Yes,40,No,434
273,4,2.4,Yes,40,Yes,413
398,4,1.5,No,120,No,427
599,1,2,Yes,300,Yes,434
5,1,1.5,Yes,120,Yes,273
459,1,2,No,80,Yes,350
141,4,2.4,No,120,Yes,427
194,2,1.5,Yes,40,No,310
276,4,2.4,Yes,80,No,406
372,2,2.4,Yes,80,No,371
16,1,1.5,No,300,No,266
598,1,2,Yes,120,No,357
144,4,2.4,No,300,No,434
637,2,1.5,No,120,Yes,385
134,4,2.4,Yes,120,No,406
634,2,1.5,No,40,No,308
243,4,1.5,Yes,80,Yes,406
209,2,2,Yes,40,Yes,385
85,2,2.4,Yes,120,Yes,350
351,2,1.5,No,300,Yes,378
207,2,1.5,No,300,Yes,322
391,4,1.5,Yes,300,Yes,518
459,1,2,No,80,Yes,350
462,1,2,No,120,No,329
372,2,2.4,Yes,80,No,371
520,2,2.4,Yes,300,No,427
152,1,1.5,Yes,300,No,294
350,2,1.5,No,120,No,301
568,4,2.4,Yes,300,No,518
774,2,1.5,Yes,120,No,420
486,2,1.5,Yes,120,No,350
231,2,2.4,Yes,300,Yes,406
286,4,2.4,No,120,No,406
228,2,2.4,Yes,80,No,315
63,2,1.5,No,300,Yes,308
520,2,2.4,Yes,300,No,427
226,2,2.4,Yes,40,No,287
291,1,1.5,Yes,80,Yes,329
456,1,2,Yes,300,No,385
661,2,2.4,Yes,120,Yes,434
9,1,1.5,No,40,Yes,217
242,4,1.5,Yes,40,No,343
206,2,1.5,No,120,No,245
418,4,2.4,Yes,40,No,434
659,2,2.4,Yes,80,Yes,413
862,4,2.4,No,120,No,532
327,1,2.4,Yes,300,Yes,434
194,2,1.5,Yes,40,No,310
147,1,1.5,Yes,80,Yes,273
485,2,1.5,Yes,120,Yes,378
625,2,1.5,Yes,40,Yes,350
428,4,2.4,No,80,No,448
85,2,2.4,Yes,120,Yes,343
635,2,1.5,No,80,Yes,364
399,4,1.5,No,300,Yes,504
628,2,1.5,Yes,80,No,343
582,1,1.5,Yes,120,No,336
712,4,2.4,Yes,300,No,532
686,4,1.5,No,120,No,441
567,4,2.4,Yes,300,Yes,553
292,1,1.5,Yes,80,No,294
107,4,1.5,No,80,Yes,378
776,2,1.5,Yes,300,No,455
522,2,2.4,No,40,No,322
523,2,2.4,No,80,Yes,385
53,2,1.5,Yes,120,Yes,280
764,1,2.4,No,80,No,399
197,2,1.5,Yes,120,Yes,294
189,1,2.4,No,120,Yes,322
99,4,1.5,Yes,80,Yes,392
626,2,1.5,Yes,40,No,315
329,1,2.4,No,40,Yes,336
832,4,1.5,No,300,No,539
624,1,2.4,No,300,No,399
523,2,2.4,No,80,Yes,385
677,4,1.5,Yes,120,Yes,490
636,2,1.5,No,80,No,329
151,1,1.5,Yes,300,Yes,329
659,2,2.4,Yes,80,Yes,413
667,2,2.4,No,80,Yes,399
446,1,1.5,No,120,No,308
473,1,2.4,No,40,Yes,336
48,1,2.4,No,300,No,315
110,4,1.5,No,120,No,357
201,2,1.5,No,40,Yes,340
623,1,2.4,No,300,Yes,434
369,2,2.4,Yes,40,Yes,371
249,4,1.5,No,40,Yes,364
533,4,1.5,Yes,120,Yes,476
275,4,2.4,Yes,80,Yes,441
638,2,1.5,No,120,No,343
336,1,2.4,No,300,No,385
465,1,2.4,Yes,40,Yes,350
45,1,2.4,No,120,Yes,308
418,4,2.4,Yes,40,No,434
290,1,1.5,Yes,40,No,266
819,4,1.5,Yes,80,Yes,532
636,2,1.5,No,80,No,329
348,2,1.5,No,80,No,287
347,2,1.5,No,80,Yes,322
293,1,1.5,Yes,120,Yes,343
16,1,1.5,No,300,No,266
397,4,1.5,No,120,Yes,462
443,1,1.5,No,80,Yes,329
706,4,2.4,Yes,40,No,448
417,4,2.4,Yes,40,Yes,469
332,1,2.4,No,80,No,329
55,2,1.5,Yes,300,Yes,322
189,1,2.4,No,120,Yes,322
325,1,2.4,Yes,120,Yes,392
152,1,1.5,Yes,300,No,294
725,1,1.5,Yes,120,Yes,427
634,2,1.5,No,40,No,301
862,4,2.4,No,120,No,532
94,2,2.4,No,120,No,294
610,1,2.4,Yes,40,No,329
730,1,1.5,No,40,No,336
344,2,1.5,Yes,300,No,357
485,2,1.5,Yes,120,Yes,378
378,2,2.4,No,40,No,322
492,2,1.5,No,80,No,315
613,1,2.4,Yes,120,Yes,406
95,2,2.4,No,300,Yes,371
324,1,2.4,Yes,80,No,343
7,1,1.5,Yes,300,Yes,315
393,4,1.5,No,40,Yes,420
370,2,2.4,Yes,40,No,336
534,4,1.5,Yes,120,No,441
469,1,2.4,Yes,120,Yes,392
733,1,1.5,No,120,Yes,413
102,4,1.5,Yes,120,No,371
9,1,1.5,No,40,Yes,217
141,4,2.4,No,120,Yes,427
324,1,2.4,Yes,80,No,343
191,1,2.4,No,300,Yes,364
579,1,1.5,Yes,80,Yes,357
58,2,1.5,No,40,No,189
255,4,1.5,No,300,Yes,448
102,4,1.5,Yes,120,No,371
81,2,2.4,Yes,40,Yes,301
98,4,1.5,Yes,40,No,329
326,1,2.4,Yes,120,No,357
754,1,2.4,Yes,40,No,385
716,4,2.4,No,80,No,462
335,1,2.4,No,300,Yes,420
7,1,1.5,Yes,300,Yes,315
292,1,1.5,Yes,80,No,294
34,1,2.4,Yes,40,No,245
565,4,2.4,Yes,120,Yes,511
764,1,2.4,No,80,No,399
198,2,1.5,Yes,120,No,259
291,1,1.5,Yes,80,Yes,329
83,2,2.4,Yes,80,Yes,329
585,1,1.5,No,40,Yes,315
777,2,1.5,No,40,Yes,392
814,2,2.4,No,120,No,434
769,2,1.5,Yes,40,Yes,406
347,2,1.5,No,80,Yes,322
297,1,1.5,No,40,Yes,287
731,1,1.5,No,80,Yes,399
824,4,1.5,Yes,300,No,553
83,2,2.4,Yes,80,Yes,329
248,4,1.5,Yes,300,No,427
370,2,2.4,Yes,40,No,336
38,1,2.4,Yes,120,No,287
621,1,2.4,No,120,Yes,392
347,2,1.5,No,80,Yes,322
350,2,1.5,No,120,No,301
335,1,2.4,No,300,Yes,420
475,1,2.4,No,80,Yes,364
142,4,2.4,No,120,No,392
352,2,1.5,No,300,No,343
388,4,1.5,Yes,80,No,427
228,2,2.4,Yes,80,No,308
83,2,2.4,Yes,80,Yes,329
136,4,2.4,Yes,300,No,448
680,4,1.5,Yes,300,No,497
346,2,1.5,No,40,No,259
629,2,1.5,Yes,120,Yes,392
706,4,2.4,Yes,40,No,448
640,2,1.5,No,300,No,385
384,2,2.4,No,300,No,406
135,4,2.4,Yes,300,Yes,483
336,1,2.4,No,300,No,385
278,4,2.4,Yes,120,No,420
380,2,2.4,No,80,No,350
776,2,1.5,Yes,300,No,455
486,2,1.5,Yes,120,No,343
659,2,2.4,Yes,80,Yes,413
761,1,2.4,No,40,Yes,406
192,1,2.4,No,300,No,329
330,1,2.4,No,40,No,301
723,1,1.5,Yes,80,Yes,413
194,2,1.5,Yes,40,No,310
388,4,1.5,Yes,80,No,427
352,2,1.5,No,300,No,343
193,2,1.5,Yes,40,Yes,252
488,2,1.5,Yes,300,No,385
190,1,2.4,No,120,No,287
469,1,2.4,Yes,120,Yes,392
43,1,2.4,No,80,Yes,294
88,2,2.4,Yes,300,No,350
495,2,1.5,No,300,Yes,406
709,4,2.4,Yes,120,Yes,525
45,1,2.4,No,120,Yes,308
199,2,1.5,Yes,300,Yes,336
235,2,2.4,No,80,Yes,329
482,2,1.5,Yes,40,No,301
140,4,2.4,No,80,No,378
133,4,2.4,Yes,120,Yes,441
781,2,1.5,No,120,Yes,434
426,4,2.4,No,40,No,420
137,4,2.4,No,40,Yes,385
130,4,2.4,Yes,40,No,364
589,1,1.5,No,120,Yes,357
466,1,2.4,Yes,40,No,315
522,2,2.4,No,40,No,322
252,4,1.5,No,80,No,357
766,1,2.4,No,120,No,413
665,2,2.4,No,40,Yes,371
373,2,2.4,Yes,120,Yes,413
205,2,1.5,No,120,Yes,280
592,1,1.5,No,300,No,364
634,2,1.5,No,40,No,301
56,2,1.5,Yes,300,No,287
228,2,2.4,Yes,80,No,308
110,4,1.5,No,120,No,357
375,2,2.4,Yes,300,Yes,455
348,2,1.5,No,80,No,287
471,1,2.4,Yes,300,Yes,434
446,1,1.5,No,120,No,308
183,1,2.4,Yes,300,Yes,378
778,2,1.5,No,40,No,357
94,2,2.4,No,120,No,294
102,4,1.5,Yes,120,No,371
159,1,1.5,No,300,Yes,315
390,4,1.5,Yes,120,No,441
465,1,2.4,Yes,40,Yes,350
351,2,1.5,No,300,Yes,378
182,1,2.4,Yes,120,No,301
328,1,2.4,Yes,300,No,399
478,1,2.4,No,120,No,343
635,2,1.5,No,80,Yes,364
140,4,2.4,No,80,No,378
484,2,1.5,Yes,80,No,329
627,2,1.5,Yes,80,Yes,378
324,1,2.4,Yes,80,No,343
863,4,2.4,No,300,Yes,609
252,4,1.5,No,80,No,357
286,4,2.4,No,120,No,406
577,1,1.5,Yes,40,Yes,329
445,1,1.5,No,120,Yes,343
857,4,2.4,No,40,Yes,525
394,4,1.5,No,40,No,385
95,2,2.4,No,300,Yes,371
526,2,2.4,No,120,No,364
425,4,2.4,No,40,Yes,455
148,1,1.5,Yes,80,No,238
635,2,1.5,No,80,Yes,364
217,2,2,No,40,Yes,365
233,2,2.4,No,40,Yes,301
540,4,1.5,No,80,No,413
194,2,1.5,Yes,40,No,300
210,2,2,Yes,40,No,325
217,2,2,No,40,Yes,355
215,2,2,Yes,300,Yes,495
210,2,2,Yes,40,No,325
215,2,2,Yes,300,Yes,495
223,2,2,No,300,Yes,475
202,2,1.5,No,40,No,280
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
216,2,2,Yes,300,No,445
201,2,1.5,No,40,Yes,330
202,2,1.5,No,40,No,280
193,2,1.5,Yes,40,Yes,350
209,2,2,Yes,40,Yes,375
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
223,2,2,No,300,Yes,475
202,2,1.5,No,40,No,280
224,2,2,No,300,No,425
218,2,2,No,40,No,305
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
223,2,2,No,300,Yes,475
216,2,2,Yes,300,No,445
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
193,2,1.5,Yes,40,Yes,350
216,2,2,Yes,300,No,445
223,2,2,No,300,Yes,475
193,2,1.5,Yes,40,Yes,350
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
210,2,2,Yes,40,No,325
216,2,2,Yes,300,No,445
224,2,2,No,300,No,425
194,2,1.5,Yes,40,No,300
224,2,2,No,300,No,425
215,2,2,Yes,300,Yes,495
216,2,2,Yes,300,No,445
224,2,2,No,300,No,425
202,2,1.5,No,40,No,280
202,2,1.5,No,40,No,280
218,2,2,No,40,No,305
215,2,2,Yes,300,Yes,495
223,2,2,No,300,Yes,475
216,2,2,Yes,300,No,445
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
193,2,1.5,Yes,40,Yes,350
216,2,2,Yes,300,No,445
223,2,2,No,300,Yes,475
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
216,2,2,Yes,300,No,445
218,2,2,No,40,No,305
223,2,2,No,300,Yes,475
215,2,2,Yes,300,Yes,495
215,2,2,Yes,300,Yes,495
217,2,2,No,40,Yes,355
194,2,1.5,Yes,40,No,300
210,2,2,Yes,40,No,325
223,2,2,No,300,Yes,475
201,2,1.5,No,40,Yes,330
223,2,2,No,300,Yes,475
223,2,2,No,300,Yes,475
209,2,2,Yes,40,Yes,375
209,2,2,Yes,40,Yes,375
202,2,1.5,No,40,No,280
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
224,2,2,No,300,No,425
194,2,1.5,Yes,40,No,300
215,2,2,Yes,300,Yes,495
215,2,2,Yes,300,Yes,495
216,2,2,Yes,300,No,445
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
215,2,2,Yes,300,Yes,495
216,2,2,Yes,300,No,445
210,2,2,Yes,40,No,325
215,2,2,Yes,300,Yes,495
224,2,2,No,300,No,425
223,2,2,No,300,Yes,475
224,2,2,No,300,No,425
216,2,2,Yes,300,No,445
215,2,2,Yes,300,Yes,495
216,2,2,Yes,300,No,445
202,2,1.5,No,40,No,280
193,2,1.5,Yes,40,Yes,350
202,2,1.5,No,40,No,280
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
194,2,1.5,Yes,40,No,300
223,2,2,No,300,Yes,475
218,2,2,No,40,No,305
202,2,1.5,No,40,No,280
209,2,2,Yes,40,Yes,375
193,2,1.5,Yes,40,Yes,350
201,2,1.5,No,40,Yes,330
215,2,2,Yes,300,Yes,495
223,2,2,No,300,Yes,475
224,2,2,No,300,No,425
215,2,2,Yes,300,Yes,495
201,2,1.5,No,40,Yes,330
194,2,1.5,Yes,40,No,300
215,2,2,Yes,300,Yes,495
217,2,2,No,40,Yes,355
215,2,2,Yes,300,Yes,495
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
194,2,1.5,Yes,40,No,300
194,2,1.5,Yes,40,No,300
217,2,2,No,40,Yes,355
193,2,1.5,Yes,40,Yes,350
201,2,1.5,No,40,Yes,330
218,2,2,No,40,No,305
224,2,2,No,300,No,425
194,2,1.5,Yes,40,No,300
194,2,1.5,Yes,40,No,300
224,2,2,No,300,No,425
217,2,2,No,40,Yes,355
216,2,2,Yes,300,No,445
216,2,2,Yes,300,No,445
202,2,1.5,No,40,No,280
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
194,2,1.5,Yes,40,No,300
216,2,2,Yes,300,No,445
218,2,2,No,40,No,305
202,2,1.5,No,40,No,280
224,2,2,No,300,No,425
224,2,2,No,300,No,425
210,2,2,Yes,40,No,325
217,2,2,No,40,Yes,355
224,2,2,No,300,No,425
193,2,1.5,Yes,40,Yes,350
209,2,2,Yes,40,Yes,375
210,2,2,Yes,40,No,325
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
217,2,2,No,40,Yes,355
209,2,2,Yes,40,Yes,375
193,2,1.5,Yes,40,Yes,350
223,2,2,No,300,Yes,475
201,2,1.5,No,40,Yes,330
209,2,2,Yes,40,Yes,375
223,2,2,No,300,Yes,475
209,2,2,Yes,40,Yes,375
194,2,1.5,Yes,40,No,300
193,2,1.5,Yes,40,Yes,350
224,2,2,No,300,No,425
215,2,2,Yes,300,Yes,495
217,2,2,No,40,Yes,355
223,2,2,No,300,Yes,475
224,2,2,No,300,No,425
215,2,2,Yes,300,Yes,495
218,2,2,No,40,No,305
209,2,2,Yes,40,Yes,375
223,2,2,No,300,Yes,475
216,2,2,Yes,300,No,445
209,2,2,Yes,40,Yes,375
223,2,2,No,300,Yes,475
194,2,1.5,Yes,40,No,300
223,2,2,No,300,Yes,475
217,2,2,No,40,Yes,355
202,2,1.5,No,40,No,280
216,2,2,Yes,300,No,445
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
201,2,1.5,No,40,Yes,330
216,2,2,Yes,300,No,445
201,2,1.5,No,40,Yes,330
215,2,2,Yes,300,Yes,495
217,2,2,No,40,Yes,355
201,2,1.5,No,40,Yes,330
218,2,2,No,40,No,305
215,2,2,Yes,300,Yes,495
194,2,1.5,Yes,40,No,300
215,2,2,Yes,300,Yes,495
224,2,2,No,300,No,425
210,2,2,Yes,40,No,325
216,2,2,Yes,300,No,445
223,2,2,No,300,Yes,475
224,2,2,No,300,No,425
193,2,1.5,Yes,40,Yes,350
218,2,2,No,40,No,305
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
216,2,2,Yes,300,No,445
194,2,1.5,Yes,40,No,300
193,2,1.5,Yes,40,Yes,350
223,2,2,No,300,Yes,475
217,2,2,No,40,Yes,355
218,2,2,No,40,No,305
209,2,2,Yes,40,Yes,375
218,2,2,No,40,No,305
216,2,2,Yes,300,No,445
224,2,2,No,300,No,425
216,2,2,Yes,300,No,445
215,2,2,Yes,300,Yes,495
209,2,2,Yes,40,Yes,375
223,2,2,No,300,Yes,475
210,2,2,Yes,40,No,325
224,2,2,No,300,No,425
201,2,1.5,No,40,Yes,330
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
224,2,2,No,300,No,425
194,2,1.5,Yes,40,No,300
216,2,2,Yes,300,No,445
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
216,2,2,Yes,300,No,445
193,2,1.5,Yes,40,Yes,350
218,2,2,No,40,No,305
217,2,2,No,40,Yes,355
223,2,2,No,300,Yes,475
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
223,2,2,No,300,Yes,475
202,2,1.5,No,40,No,280
202,2,1.5,No,40,No,280
216,2,2,Yes,300,No,445
217,2,2,No,40,Yes,355
193,2,1.5,Yes,40,Yes,350
216,2,2,Yes,300,No,445
209,2,2,Yes,40,Yes,375
210,2,2,Yes,40,No,325
216,2,2,Yes,300,No,445
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
218,2,2,No,40,No,305
202,2,1.5,No,40,No,280
224,2,2,No,300,No,425
210,2,2,Yes,40,No,325
224,2,2,No,300,No,425
224,2,2,No,300,No,425
210,2,2,Yes,40,No,325
210,2,2,Yes,40,No,325
202,2,1.5,No,40,No,280
193,2,1.5,Yes,40,Yes,350
201,2,1.5,No,40,Yes,330
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
209,2,2,Yes,40,Yes,375
202,2,1.5,No,40,No,280
201,2,1.5,No,40,Yes,330
209,2,2,Yes,40,Yes,375
223,2,2,No,300,Yes,475
223,2,2,No,300,Yes,475
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
216,2,2,Yes,300,No,445
216,2,2,Yes,300,No,445
223,2,2,No,300,Yes,475
216,2,2,Yes,300,No,445
216,2,2,Yes,300,No,445
215,2,2,Yes,300,Yes,495
209,2,2,Yes,40,Yes,375
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
210,2,2,Yes,40,No,325
216,2,2,Yes,300,No,445
202,2,1.5,No,40,No,280
216,2,2,Yes,300,No,445
193,2,1.5,Yes,40,Yes,350
216,2,2,Yes,300,No,445
224,2,2,No,300,No,425
194,2,1.5,Yes,40,No,300
216,2,2,Yes,300,No,445
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
215,2,2,Yes,300,Yes,495
217,2,2,No,40,Yes,355
216,2,2,Yes,300,No,445
218,2,2,No,40,No,305
209,2,2,Yes,40,Yes,375
210,2,2,Yes,40,No,325
218,2,2,No,40,No,305
216,2,2,Yes,300,No,445
217,2,2,No,40,Yes,355
215,2,2,Yes,300,Yes,495
217,2,2,No,40,Yes,355
217,2,2,No,40,Yes,355
209,2,2,Yes,40,Yes,375
215,2,2,Yes,300,Yes,495
210,2,2,Yes,40,No,325
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
216,2,2,Yes,300,No,445
209,2,2,Yes,40,Yes,375
194,2,1.5,Yes,40,No,300
193,2,1.5,Yes,40,Yes,350
224,2,2,No,300,No,425
194,2,1.5,Yes,40,No,300
224,2,2,No,300,No,425
223,2,2,No,300,Yes,475
224,2,2,No,300,No,425
223,2,2,No,300,Yes,475
224,2,2,No,300,No,425
194,2,1.5,Yes,40,No,300
217,2,2,No,40,Yes,355
224,2,2,No,300,No,425
217,2,2,No,40,Yes,355
216,2,2,Yes,300,No,445
223,2,2,No,300,Yes,475
194,2,1.5,Yes,40,No,300
210,2,2,Yes,40,No,325
216,2,2,Yes,300,No,445
215,2,2,Yes,300,Yes,495
210,2,2,Yes,40,No,325
210,2,2,Yes,40,No,325
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
201,2,1.5,No,40,Yes,330
217,2,2,No,40,Yes,355
218,2,2,No,40,No,305
223,2,2,No,300,Yes,475
210,2,2,Yes,40,No,325
217,2,2,No,40,Yes,355
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
216,2,2,Yes,300,No,445
223,2,2,No,300,Yes,475
216,2,2,Yes,300,No,445
210,2,2,Yes,40,No,325
216,2,2,Yes,300,No,445
210,2,2,Yes,40,No,325
193,2,1.5,Yes,40,Yes,350
216,2,2,Yes,300,No,445
216,2,2,Yes,300,No,445
224,2,2,No,300,No,425
224,2,2,No,300,No,425
217,2,2,No,40,Yes,355
218,2,2,No,40,No,305
209,2,2,Yes,40,Yes,375
218,2,2,No,40,No,305
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
217,2,2,No,40,Yes,355
209,2,2,Yes,40,Yes,375
218,2,2,No,40,No,305
210,2,2,Yes,40,No,325
193,2,1.5,Yes,40,Yes,350
194,2,1.5,Yes,40,No,300
215,2,2,Yes,300,Yes,495
216,2,2,Yes,300,No,445
224,2,2,No,300,No,425
216,2,2,Yes,300,No,445
223,2,2,No,300,Yes,475
194,2,1.5,Yes,40,No,300
224,2,2,No,300,No,425
215,2,2,Yes,300,Yes,495
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
215,2,2,Yes,300,Yes,495
202,2,1.5,No,40,No,280
209,2,2,Yes,40,Yes,375
209,2,2,Yes,40,Yes,375
218,2,2,No,40,No,305
223,2,2,No,300,Yes,475
209,2,2,Yes,40,Yes,375
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
217,2,2,No,40,Yes,355
224,2,2,No,300,No,425
209,2,2,Yes,40,Yes,375
215,2,2,Yes,300,Yes,495
201,2,1.5,No,40,Yes,330
194,2,1.5,Yes,40,No,300
215,2,2,Yes,300,Yes,495
223,2,2,No,300,Yes,475
194,2,1.5,Yes,40,No,300
224,2,2,No,300,No,425
201,2,1.5,No,40,Yes,330
202,2,1.5,No,40,No,280
216,2,2,Yes,300,No,445
209,2,2,Yes,40,Yes,375
216,2,2,Yes,300,No,445
216,2,2,Yes,300,No,445
224,2,2,No,300,No,425
217,2,2,No,40,Yes,355
218,2,2,No,40,No,305
215,2,2,Yes,300,Yes,495
223,2,2,No,300,Yes,475
209,2,2,Yes,40,Yes,375
201,2,1.5,No,40,Yes,330
218,2,2,No,40,No,305
216,2,2,Yes,300,No,445
223,2,2,No,300,Yes,475
194,2,1.5,Yes,40,No,300
217,2,2,No,40,Yes,355
223,2,2,No,300,Yes,475
217,2,2,No,40,Yes,355
202,2,1.5,No,40,No,280
224,2,2,No,300,No,425
223,2,2,No,300,Yes,475
223,2,2,No,300,Yes,475
224,2,2,No,300,No,425
193,2,1.5,Yes,40,Yes,350
194,2,1.5,Yes,40,No,300
216,2,2,Yes,300,No,445
216,2,2,Yes,300,No,445
223,2,2,No,300,Yes,475
223,2,2,No,300,Yes,475
193,2,1.5,Yes,40,Yes,350
224,2,2,No,300,No,425
210,2,2,Yes,40,No,325
217,2,2,No,40,Yes,355
216,2,2,Yes,300,No,445
201,2,1.5,No,40,Yes,330
215,2,2,Yes,300,Yes,495
193,2,1.5,Yes,40,Yes,350
216,2,2,Yes,300,No,445
216,2,2,Yes,300,No,445
210,2,2,Yes,40,No,325
209,2,2,Yes,40,Yes,375
224,2,2,No,300,No,425
224,2,2,No,300,No,425
194,2,1.5,Yes,40,No,300
202,2,1.5,No,40,No,280
209,2,2,Yes,40,Yes,375
215,2,2,Yes,300,Yes,495
209,2,2,Yes,40,Yes,375
217,2,2,No,40,Yes,355
216,2,2,Yes,300,No,445
224,2,2,No,300,No,425
210,2,2,Yes,40,No,325
209,2,2,Yes,40,Yes,375
223,2,2,No,300,Yes,475
209,2,2,Yes,40,Yes,375
215,2,2,Yes,300,Yes,495
209,2,2,Yes,40,Yes,375
215,2,2,Yes,300,Yes,485
199,2,1.5,Yes,300,Yes,460
215,2,2,Yes,300,Yes,485
220,2,2,No,80,No,335
200,2,1.5,Yes,300,No,410
224,2,2,No,300,No,415
223,2,2,No,300,Yes,465
209,2,2,Yes,40,Yes,365
223,2,2,No,300,Yes,465
215,2,2,Yes,300,Yes,485
207,2,1.5,No,300,Yes,440
224,2,2,No,300,No,415
200,2,1.5,Yes,300,No,410
219,2,2,No,80,Yes,385
224,2,2,No,300,No,415
211,2,2,Yes,80,Yes,405
209,2,2,Yes,40,Yes,365
208,2,1.5,No,300,No,390
